"link";"price";"sold";"auction_end";"title";"distillery";"year_ditilled";"region";"bottler";"cask_info";"strength";"size";"distillery_status";"details";"image";"age";"cask_type"
"https://whiskyauctioneer.com/lot/0322-03/1-invergordon-1988-1st-fill-oloroso-hogshead-8990-cask-storage-whiskybroker";"12500";"Reserve not met";"2022-04-04";"1 Invergordon 1988 1st fill Oloroso Hogshead #8990 / Cask in storage at Whiskybroker";"Invergordon";"1988";"Highland";"Still in cask";"First-fill Oloroso Hogshead";"47.8% as of 02/22";"106.4419 RLA as of 02/22";"Operational";"1 Invergordon 1988 1st fill Oloroso Hogshead #8990 / Cask in storage at WhiskybrokerThis Invergordon was distilled in 1988 and aged in a single ex-Bourbon cask for 31 years. It was then transferred to single first-fill Oloroso hogshead #8990 and aged for a further 3 years. It is currently maturing at a bonded warehouse at Whiskybroker.Single cask #8990 was regauged in February 2022.New Bulk 222.55 LitresStrength 47.8%106.4419 Regauged Litres of AlcoholThis equates to 317 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.03%20Invergordon%20Cask-01.jpg?itok=cZPaOEwf";NA;NA
"https://whiskyauctioneer.com/lot/0322-04/1-glentauchers-2007-hogshead-900856-cask-storage-craigton";"5800";"Reserve not met";"2022-04-04";"1 Glentauchers 2007 Hogshead #900856 / Cask in storage at Craigton";"Glentauchers";"2007";"Speyside";"Still in cask";"hogshead";"61.3% as of 25.02.2022";"137.8 bulk Litre as of 25.02.2022";"Operational";"1 Glentauchers 2007 Hogshead #900856 / Cask in storage at CraigtonThis cask of Glentauchers single malt spirit was distilled on the 6th of December 2007 and is currently maturing at a bonded warehouse at Craigton Packaging Ltd, Paisley,.Cask #900856 is a hogshead. It was regauged on the 25th of February 2002New Bulk 137.8 LitreStrength 61.3%84.5 Regauged Litres of AlcoholThis equates to 194 bottles at cask strength. *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services).  ";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.03%20Glentauchers%20Cask-01.jpg?itok=tC1w5X6s";NA;NA
"https://whiskyauctioneer.com/lot/0322-05/1-craigellachie-2010-1st-fill-oloroso-barrique-900191-cask-storage-whiskybroker";"10000";"Reserve not met";"2022-04-04";"1 Craigellachie 2010 1st Fill Oloroso Barrique #900191 / Cask in storage at WhiskyBroker";"Craigellachie";"2010";"Speyside";"Still in cask";"1st fill Oloroso barrique";"65.2% as of 17/02/2022";"198.71 bulk Litres as of 17/02/2022";"Operational";"1 Craigellachie 2010 1st Fill Oloroso Barrique #900191 / Cask in storage at WhiskyBrokerThis cask of Craigellachie single malt spirit was distilled on the 3rd of May 2010 and is currently maturing at the Whiskybroker warehouses in Creetown.Cask #900191 was reracked into a first fill Oloroso barrique on 17th February 2022.New Bulk 198.7125 LitreStrength 65.2%129.5794 Regauged Litres of AlcoholThis equates to 283 bottles at cask strength. All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner. The cask is currently held in bond by Whiskybroker. The current storage fee is £0.28 per week, insurance is at a cost of £0.0035 a year per £1 of the value of the cask.There will also be a £20 administration fee payable to Whiskybroker to transfer ownership, for which the buyer will be liable. *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). ";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.03%20Craigellachie%20Cask-01.jpg?itok=aaQuj2rW";NA;NA
"https://whiskyauctioneer.com/lot/0322-07/1-tullibardine-2012-first-fill-oloroso-barrique-651252-cask-storage-whiskybroker";"5500";"Reserve has been met";"2022-04-04";"1 Tullibardine 2012 First Fill Oloroso Barrique #651252 / Cask in storage at Whiskybroker";"Tullibardine";"2012";"Highland";"Still in cask";"First Fill Oloroso Barrique";"58.4% as of 11/21";"111 RLA as of 11/21";"Operational";"1 Tullibardine 2012 First Fill Oloroso Barrique #651252 / Cask in storage at WhiskybrokerThis cask of Tullibardine single malt spirit was distilled on 24th February 2012 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #651252 was re-racked into a first fill oloroso barrique in November 2021.New Bulk 190.0150 LitresStrength 58.4%111.0089 Regauged Litres of AlcoholThis equates to 271 bottles at cask strength. *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services).  ";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.03%20Tullibardine%20Cask%203-01.jpg?itok=DHGNevrG";NA;NA
"https://whiskyauctioneer.com/lot/0322-08/1-tullibardine-2012-first-fill-px-quarter-cask-651248-cask-storage-whiskybroker";"3000";"Reserve not met";"2022-04-04";"1 Tullibardine 2012 First Fill PX Quarter cask #651248 / Cask in storage at Whiskybroker";"Tullibardine";"2012";"Highland";"Still in cask";"Madeira Quarter Cask";"56.8% as of 11/21";"66 RLA as of 11/21";"Operational";"1 Tullibardine 2012 First Fill PX Quarter cask  #651248 / Cask in storage at WhiskybrokerThis cask of Tullibardine single malt spirit was distilled on 24th February 2012 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #651248 was re-racked into a first fill PX quarter cask in November 2021.New Bulk 116.8344 LitresStrength 56.8%66.3698 Regauged Litres of AlcoholThis equates to 166 bottles at cask strength. *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). ";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.03%20Tullibardine%20Cask%204-01.jpg?itok=KwntNfRY";NA;NA
"https://whiskyauctioneer.com/lot/0122-02a/1-craigellachie-2012-barrel-800673-cask-storage-beam-springburn";"4300";"Reserve has been met";"2022-03-07";"1 Craigellachie 2012 Barrel #800673 / Cask in storage at Beam Springburn";"Craigellachie";"2012";"Speyside";"still in cask";"barrel";"63.4% as of 31.10.2012";"105.4 bulk litres as of 31.10.2012";"Operational";"1 Craigellachie 2012 Barrel #800673 / Cask in storage at Beam SpringburnThis cask of Craigellachie was bonded on 31st October 2012.Original bulk: 105.4 LitresOriginal strength: 63.4% All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner.The cask is currently held in bond at a Beam Springburn warehouse. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services)*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-craigellachie-cask-01_0.jpg?itok=4QucP4ud";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-01a/1-ardmore-2009-refill-ex-laphroaig-barrel-709384-cask-storage-whiskybroker";"4400";"Reserve has been met";"2022-03-07";"1 Ardmore 2009 Refill ex-Laphroaig Barrel #709384 / Cask in storage at Whiskybroker";"Ardmore";"2009";"Highland";"Still in cask";"Refill Ex-Laphroaig Barrel";"62.4% as of 15/1/2021";"137.98 bulk Litre as of 15/1/2021";"Operational";"1 Ardmore 2009 Refill ex-Laphroaig Barrel #709384 / Cask in storage at WhiskybrokerThis cask of Ardmore single malt spirit was distilled in 2009 and is currently maturing at the Whiskybroker warehouses in Creetown.Cask #709384 is a Refill Ex-Laphroaig barrel and was regauged on the 1st January 2021.New Bulk 137.98 LitreStrength 62.40%86.10 Regauged Litres of AlcoholThis equates to 197 bottles at cask strength. All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner. The cask is currently held in bond by Whiskybroker. The current storage fee is £0.28 per week, insurance is at a cost of £0.0035 a year per £1 of the value of the cask.There will also be a £20 administration fee payable to Whiskybroker to transfer ownership, for which the buyer will be liable. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-ardmore-cask-01_0.jpg?itok=7zrrmv1b";"n/a";NA
"https://whiskyauctioneer.com/lot/0222-01/1-speyside-region-1995-refill-sherry-hogshead-9555-2296-cask-storage-glenfarclas";"28000";"Reserve has been met";"2022-03-07";"1 Speyside Region 1995 Refill Sherry Hogshead #95/55 2296 - Cask in storage at Glenfarclas";"Bruichladdich";"1995";"Speyside";"Still in cask";"Refill Sherry Hogshead";"49.9% as of January 2022";"211 bulk Litres as of January 2022";"Operational";"1 Speyside Region 1995 Refill Sherry Hogshead  #95/55 2296 - Cask in storage at GlenfarclasThis cask of single malt spirit was distilled in Speyside on the 11th of May 1995 and is currently maturing at the J & G Grant warehouses at Glenfarclas Distillery.Cask #95/55 2296 is a Refill Sherry Hogshead and was regauged in January 2022. New Bulk 211 LitreStrength 49.9% 106.6 Regauged Litres of AlcoholThis equates to 301 bottles at cask strength. All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner. Please note the following conditions apply to casks containing whisky distilled at this Speyside distillery;Where the goods are not pre-bottled whiskey bearing the Brand, you (and any third parties that you are supplying the Goods to) shall under no circumstances or at any time bottle or containerise the Goods as a single malt product and/or sell the goods to any person for the purpose of resale as a single malt product.Where the goods are pre-bottled whisky bearing the Brand, they shall not be sold as bottled products in the containers provided by us and shall not be re-bottled or blended with other whisky prior to resale. If the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Speyside%20Cask-01.jpg?itok=BC8Wp35K";NA;NA
"https://whiskyauctioneer.com/lot/0222-02/1-fettercairn-2008-1st-fill-moscatel-barrique-46482008-cask-storage-whiskybroker";"7100";"Reserve not met";"2022-03-07";"1 Fettercairn 2008 1st Fill Moscatel Barrique #4648/2008 - Cask in storage at Whiskybroker";"Fettercairn";"2008";"Highland";"Still in cask";"1st fill Mosctael barrique";"56.9% as of 11/21";"85 RLA as of 11/21";"Operational";"1 Fettercairn 2008 1st Fill Moscatel Barrique #4648/2008 - Cask in storage at WhiskybrokerThis cask of Fettercairn single malt spirit was distilled on the 30th October 2008 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #4648/2008 was re-racked into a first-fill Mosctael barrique in November 2021.New Bulk 150.4119 LitresStrength 56.9%85.5958 Regauged Litres of AlcoholThis equates to 214 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Fettercairn%20Cask-01.jpg?itok=ZNdMRsBg";NA;NA
"https://whiskyauctioneer.com/lot/0222-03/1-glen-ord-2013-1st-fill-px-quarter-cask-2542013-cask-storage-whiskybroker";"5600";"Reserve has been met";"2022-03-07";"1 Glen Ord 2013 1st Fill PX Quarter Cask #254/2013 - Cask in storage at Whiskybroker";"Glen Ord";"2013";"Highland";"Still in cask";"1st Fill PX Quarter Cask";"59.1% as of 11/21";"62 RLA as of 11/21";"Operational";"1 Glen Ord 2013 1st Fill PX Quarter Cask #254/2013  - Cask in storage at WhiskybrokerThis cask of Glen Ord single malt spirit was distilled on the 29th July 2013 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #254/2013 was re-racked into a first-fill Pedro Ximenez Quarter Cask in November 2021.New Bulk 106.5260 LitresStrength 59.1%62.9861 Regauged Litres of AlcoholThis equates to 152 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Glen%20Ord%20Cask-01.jpg?itok=GilgycCp";NA;NA
"https://whiskyauctioneer.com/lot/0222-04/1-knockdhu-2013-1st-fill-oloroso-barrique-3902013-cask-storage-whiskybroker";"5100";"Reserve not met";"2022-03-07";"1 Knockdhu 2013 1st Fill Oloroso Barrique #390/2013 - Cask in storage at Whiskybroker";"Knockdhu";"2013";"Highland";"Still in cask";"1st Fill Oloroso Barrique";"58.6% as of 11/21";"104 RLA as of 11/21";"Operational";"1 Knockdhu 2013 1st Fill Oloroso Barrique #390/2013 - Cask in storage at WhiskybrokerThis cask of Knockdhu single malt spirit was distilled on the 30th of May 2013 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #390/2013 was re-racked into a 1st Fill Oloroso Barrique in November 2021.New Bulk 177.6101 LitresStrength 58.6%104.1202 Regauged Litres of AlcoholThis equates to 253 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Knockandhu%20Cask-01.jpg?itok=bwMhQdGy";"n/a";NA
"https://whiskyauctioneer.com/lot/0222-05/1-tullibardine-2012-madeira-quarter-cask-651256-cask-storage-whiskybroker";"2700";"Reserve not met";"2022-03-07";"1 Tullibardine 2012 Madeira Quarter Cask #651256 / Cask in storage at Whiskybroker";"Tullibardine";"2012";"Highland";"Still in cask";"Madeira Quarter Cask";"56.8% as of 11/21";"64 RLA as of 11/21";"Operational";"1 Tullibardine 2012 Madeira Quarter Cask #651256 / Cask in storage at WhiskybrokerThis cask of Tullibardine single malt spirit was distilled on 24th February 2012 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #651256 was re-racked into a Madeira Quarter Cask in November 2021.New Bulk 113.5890 LitresStrength 56.8%64.5262 Regauged Litres of AlcoholThis equates to 162 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Tullibardine%20Cask-01.jpg?itok=1AOfd0gv";NA;NA
"https://whiskyauctioneer.com/lot/0222-06/1-glen-spey-2009-oloroso-quarter-cask-806182a-cask-storage-whiskybroker";"5000";"Reserve not met";"2022-03-07";"1 Glen Spey 2009 Oloroso Quarter Cask #806182A - Cask in storage at Whiskybroker";"Glen Spey";"2009";"Speyside";"Still in cask";"px quarter cask";"60.4% as of 11/21";"62 RLA as of 11/21";"Operational";"1 Glen Spey 2009 Oloroso Quarter Cask #806182A - Cask in storage at WhiskybrokerThis cask of Glen Spey single malt spirit was distilled on the 20th of October 2009 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #806182A is an Oloroso quarter cask, reracked from a hogshead in November 2021.New Bulk 103.5310 LitresStrength 60.4%62.6352 Regauged Litres of AlcoholThis equates to 147 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.02%20Glen%20Spey%20Cask-01.jpg?itok=rj0r4Ibi";NA;NA
"https://whiskyauctioneer.com/lot/0222-07/1-tullibardine-2012-1st-fill-pineau-quarter-cask-651257-cask-storage-whiskybroker";"4500";"Reserve has been met";"2022-03-07";"1 Tullibardine 2012 1st Fill Pineau Quarter Cask #651257 / Cask in storage at Whiskybroker";"Tullibradine";"2012";"Highland";"Still in cask";"1st Fill Pineau Quarter Cask";"56.8% as of 11/21";"65.7552 RLA as of 11/21";"Operational";"1 Tullibardine 2012 1st Fill Pineau Quarter Cask #651257 / Cask in storage at WhiskybrokerThis cask of Tullibardine single malt spirit was distilled on 24th February 2012 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #651257 was re-racked into a 1st Fill Madeira Wine Barrique in November 2021.Strength 56.8%65.7552 Regauged Litres of AlcoholThis equates to 165 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-tullibardine2-cask-01_0.jpg?itok=x5kDgskt";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-02/1-craigellachie-2012-barrel-800673-cask-storage-beam-springburn";"3100";"Reserve not met";"2022-02-07";"1 Craigellachie 2012 Barrel #800673 / Cask in storage at Beam Springburn";"Craigellachie";"2012";"Speyside";"still in cask";"barrel";"63.4% as of 31.10.2012";"105.4 bulk litres as of 31.10.2012";"Operational";"1 Craigellachie 2012 Barrel #800673 / Cask in storage at Beam SpringburnThis cask of Craigellachie was bonded on 31st October 2012.Original bulk: 105.4 LitresOriginal strength: 63.4% All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner.The cask is currently held in bond at a Beam Springburn warehouse. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services)*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-craigellachie-cask-01.jpg?itok=PSCkcwRO";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-01/1-ardmore-2009-refill-ex-laphroaig-barrel-709384-cask-storage-whiskybroker";"3900";"Reserve not met";"2022-02-07";"1 Ardmore 2009 Refill ex-Laphroaig Barrel #709384 / Cask in storage at Whiskybroker";"Ardmore";"2009";"Highland";"Still in cask";"Refill Ex-Laphroaig Barrel";"62.4% as of 15/1/2021";"137.98 bulk Litre as of 15/1/2021";"Operational";"1 Ardmore 2009 Refill ex-Laphroaig Barrel #709384 / Cask in storage at WhiskybrokerThis cask of Ardmore single malt spirit was distilled in 2009 and is currently maturing at the Whiskybroker warehouses in Creetown.Cask #709384 is a Refill Ex-Laphroaig barrel and was regauged on the 1st January 2021.New Bulk 137.98 LitreStrength 62.40%86.10 Regauged Litres of AlcoholThis equates to 197 bottles at cask strength. All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner. The cask is currently held in bond by Whiskybroker. The current storage fee is £0.28 per week, insurance is at a cost of £0.0035 a year per £1 of the value of the cask.There will also be a £20 administration fee payable to Whiskybroker to transfer ownership, for which the buyer will be liable. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-ardmore-cask-01.jpg?itok=O7nybg6f";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-03/1-fettercairn-2008-1st-fill-px-barrique-46622008-cask-storage-whiskybroker";"8700";"Reserve has been met";"2022-02-07";"1 Fettercairn 2008 1st Fill PX Barrique #4662/2008 - Cask in storage at Whiskybroker";"Fettercairn";"2008";"Highland";"Still in cask";"1st fill px barrique";"56.4% as of 11/21";"84 RLA as of 11/21";"Operational";"1 Fettercairn 2008 1st Fill PX Barrique #4662/2008 - Cask in storage at WhiskybrokerThis cask of Fettercairn single malt spirit was distilled on the 30th of October 2008 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #4661/2008 was re-racked into a first-fill Pedro Ximenez barrique in November 2021.Strength 56.4%84.0943 Regauged Litres of AlcoholThis equates to 212 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-fettercairn-cask-01.jpg?itok=_LUMJWax";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-04/1-glen-spey-2009-1st-fill-px-quarter-cask-8061822009-cask-storage-whiskybroker";"4500";"Reserve has been met";"2022-02-07";"1 Glen Spey 2009 1st Fill PX Quarter Cask #806182/2009 - Cask in storage at Whiskybroker";"Glen Spey";"2009";"Speyside";"Still in cask";"px quarter cask";"60.4% as of 11/21";"62.3 RLA as of 11/21";"Operational";"1 Glen Spey 2009 PX Quarter Cask #806182/2009 - Cask in storage at WhiskybrokerThis cask of Glen Spey single malt spirit was distilled on the 20th of October 2009 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #806182/2009 is a Pedro Ximenez quarter cask, reracked from a hogshead in November 2021.Strength 60.4%62.3056 Regauged Litres of AlcoholThis equates to 147 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-glen-spey-cask-01.jpg?itok=dQaxH7Vc";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-05/1-inchgower-2010-oloroso-quarter-cask-801394a2010-cask-storage-whiskybroker";"4500";"Reserve has been met";"2022-02-07";"1 Inchgower 2010 Oloroso Quarter Cask #801394A/2010 - Cask in storage at WhiskyBroker";"Inchgower";"2010";"Speyside";"Still in cask";"Oloroso quarter cask";"60.3% as of 24/11/2021";"119.1080 bulk Litre as of 14/1/2021";"Operational";"1 Inchgower 2010 Oloroso Quarter Cask #801394A/2010 - Cask in storage at WhiskyBrokerThis cask of Inchgower single malt spirit was distilled on 12th February 2010 and is currently maturing at the Whiskybroker warehouses in Creetown.Cask #801394A/2010 was reracked into a Oloroso sherry quarter cask November 2021.New Bulk 96.4296 LitresStrength 60.3%58.2415 Regauged Litres of AlcoholThis equates to 137 bottles at cask strength. All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner. The cask is currently held in bond by Whiskybroker. The current storage fee is £0.28 per week, insurance is at a cost of £0.0035 a year per £1 of the value of the cask.There will also be a £20 administration fee payable to Whiskybroker to transfer ownership, for which the buyer will be liable. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-inchgower-cask-01.jpg?itok=4O6azp39";"n/a";NA
"https://whiskyauctioneer.com/lot/0122-06/1-knockdhu-2013-1st-fill-px-quarter-cask-3932013-cask-storage-whiskybroker";"3500";"Reserve has been met";"2022-02-07";"1 Knockdhu 2013 1st Fill PX Quarter Cask #393/2013 - Cask in storage at Whiskybroker";"Knockdhu";"2013";"Highland";"Still in cask";"1st Fill PX Quarter Cask";"57.0% as of 11/21";"50.9 RLA as of 11/21";"Operational";"1 Knockdhu 2013 1st Fill PX Quarter Cask #393/2013 - Cask in storage at WhiskybrokerThis cask of Knockdhu single malt spirit was distilled on the 30th of May 2013 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #393/2013 was re-racked into a 1st Fill PX Quarter Cask in November 2021.Strength 57.0%50.9027 Regauged Litres of AlcoholThis equates to 127 bottles at cask strength. Please note if the new owner is a UK revenue trader (business), they will need to be registered with HMRC and hold a WOWGR certificate.If they are a revenue trader outside the UK, they will need to have a Duty Representative in the UK (the Duty Rep would be registered with HMRC and there is usually an annual charge for their services). *IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse.";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/2022.01-knockdhu-cask-01.jpg?itok=QLURbe2y";"n/a";NA
